group,pixel_md5,split,label,path
244,501d236e7f89d503db4ad3b4d53dc3ff,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_81.tif
244,501d236e7f89d503db4ad3b4d53dc3ff,train,048,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_048/mmhc49_854.tif
245,31a10a008b9f3d9db1021658069b5c34,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_95.tif
245,31a10a008b9f3d9db1021658069b5c34,train,048,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_048/mmhc49_11.tif
246,ef88b35946d0f1b0642fe879001e992c,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_114.tif
246,ef88b35946d0f1b0642fe879001e992c,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_210.tif
247,823aa50c7d40cfbdacc4282d4039e17e,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_134.tif
247,823aa50c7d40cfbdacc4282d4039e17e,train,048,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_048/mmhc49_534.tif
248,d923b48c578578cf1656c4b5b830a6b9,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_152.tif
248,d923b48c578578cf1656c4b5b830a6b9,train,048,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_048/mmhc49_80.tif
249,7d5a72849221230640716bf96e6428ff,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_155.tif
249,7d5a72849221230640716bf96e6428ff,train,048,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_048/mmhc49_10.tif
250,68bb8b77d29d5f6b25648213b0503513,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_156.tif
250,68bb8b77d29d5f6b25648213b0503513,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_218.tif
251,f80921f9356a6297f60792ac32ccca6b,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_157.tif
251,f80921f9356a6297f60792ac32ccca6b,train,048,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_048/mmhc49_107.tif
252,bb2b594e17d97c5ed49c54bd4e70f630,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_158.tif
252,bb2b594e17d97c5ed49c54bd4e70f630,train,048,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_048/mmhc49_313.tif
253,b87adb6c50cbf023cb79e854ff253dd2,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_159.tif
253,b87adb6c50cbf023cb79e854ff253dd2,train,048,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_048/mmhc49_479.tif
254,5db2b7f0fe8afb3cdbdcaad73f776849,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_160.tif
254,5db2b7f0fe8afb3cdbdcaad73f776849,train,048,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_048/mmhc49_806.tif
255,87309345113d704c4129bcf0f9814d7c,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_161.tif
255,87309345113d704c4129bcf0f9814d7c,train,048,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_048/mmhc49_295.tif
256,4aba2b27f7cbe34c6503364892dff964,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_163.tif
256,4aba2b27f7cbe34c6503364892dff964,train,048,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_048/mmhc49_1062.tif
257,9ccac05e977c67c67c348247b9e16c7d,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_165.tif
257,9ccac05e977c67c67c348247b9e16c7d,train,048,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_048/mmhc49_1154.tif
258,ea962c4f5e8e6c6e23796220788ae3d6,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_166.tif
258,ea962c4f5e8e6c6e23796220788ae3d6,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_225.tif
259,e48863bfeb6b2b6b534bee48c230d445,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_167.tif
259,e48863bfeb6b2b6b534bee48c230d445,train,048,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_048/mmhc49_15.tif
260,9bee14fdb3b01f8e78ac7dab3ad43677,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_170.tif
260,9bee14fdb3b01f8e78ac7dab3ad43677,train,048,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_048/mmhc49_71.tif
261,1a4df5a06330fa7eec84a9947b24f85b,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_171.tif
261,1a4df5a06330fa7eec84a9947b24f85b,train,048,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_048/mmhc49_438.tif
262,f86697fd015abc64b0ff01014f5cd1d5,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_178.tif
262,f86697fd015abc64b0ff01014f5cd1d5,train,048,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_048/mmhc49_485.tif
263,c0e8c4c55a7e820e2c307d3a48a3ef4a,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_181.tif
263,c0e8c4c55a7e820e2c307d3a48a3ef4a,train,048,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_048/mmhc49_218.tif
264,32b126b635e8ecd91011eb897d109dc6,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_191.tif
264,32b126b635e8ecd91011eb897d109dc6,train,048,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_048/mmhc49_57.tif
265,e2cb0faab53125f9db0e2486247d9393,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_192.tif
265,e2cb0faab53125f9db0e2486247d9393,train,048,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_048/mmhc49_203.tif
266,cd27dcde54459623374b0b0aaad1507f,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_193.tif
266,cd27dcde54459623374b0b0aaad1507f,train,048,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_048/mmhc49_899.tif
267,6c7c6b105a6211fb65e506518a34ebf9,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_194.tif
267,6c7c6b105a6211fb65e506518a34ebf9,train,048,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_048/mmhc49_391.tif
268,6a80747cafebbefdb6547f464da54db7,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_195.tif
268,6a80747cafebbefdb6547f464da54db7,train,048,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_048/mmhc49_812.tif
269,33b7e5c1fb16224d43bbd5619645d30c,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_196.tif
269,33b7e5c1fb16224d43bbd5619645d30c,train,048,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_048/mmhc49_870.tif
270,de97b49e8f2af118e73c5a4d37c4f34b,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_198.tif
270,de97b49e8f2af118e73c5a4d37c4f34b,train,048,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_048/mmhc49_764.tif
271,ac6aecb0fbf1ef7a838a490e1ffda509,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_199.tif
271,ac6aecb0fbf1ef7a838a490e1ffda509,train,048,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_048/mmhc49_158.tif
272,d27b39414d47bbe52998e8cd97e3a3a7,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_200.tif
272,d27b39414d47bbe52998e8cd97e3a3a7,train,048,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_048/mmhc49_862.tif
273,9ce4e9793be83a0541880a866fc15e58,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_201.tif
273,9ce4e9793be83a0541880a866fc15e58,train,048,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_048/mmhc49_763.tif
274,d9ee212fd439d4ba7547e616f99f0124,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_203.tif
274,d9ee212fd439d4ba7547e616f99f0124,train,048,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_048/mmhc49_359.tif
275,48a35fd5ab6bf642a6e43a0608842d19,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_204.tif
275,48a35fd5ab6bf642a6e43a0608842d19,train,048,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_048/mmhc49_367.tif
276,618a022503db58dcfebe6710a27b5553,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_205.tif
276,618a022503db58dcfebe6710a27b5553,train,048,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_048/mmhc49_324.tif
277,d7b69a500c3ed8322bc598bdc972d781,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_206.tif
277,d7b69a500c3ed8322bc598bdc972d781,train,048,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_048/mmhc49_1228.tif
278,26f1583df88033fd31c04c1e159dbb78,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_208.tif
278,26f1583df88033fd31c04c1e159dbb78,train,048,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_048/mmhc49_572.tif
279,2358f7cfd2b38978906e0d6d865cb000,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_209.tif
279,2358f7cfd2b38978906e0d6d865cb000,train,048,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_048/mmhc49_703.tif
280,fe183d1e234565ae841acd698289d44b,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_211.tif
280,fe183d1e234565ae841acd698289d44b,train,048,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_048/mmhc49_632.tif
281,db9fdb730fe2090f813bd6da92a26bca,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_212.tif
281,db9fdb730fe2090f813bd6da92a26bca,train,048,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_048/mmhc49_1079.tif
282,95c120ead7085ac13f93b25569569367,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_213.tif
282,95c120ead7085ac13f93b25569569367,train,048,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_048/mmhc49_522.tif
283,08e6c186215fc5b4dd083c513beb6d94,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_214.tif
283,08e6c186215fc5b4dd083c513beb6d94,train,048,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_048/mmhc49_256.tif
284,e847b7b64377accb1b1ef2a6a8184962,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_215.tif
284,e847b7b64377accb1b1ef2a6a8184962,train,048,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_048/mmhc49_1143.tif
285,bcfca21b3aa58dce6beb02d2f35f4c05,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_216.tif
285,bcfca21b3aa58dce6beb02d2f35f4c05,train,048,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_048/mmhc49_230.tif
286,c49d89a11adaa9d052bd0d18a16b4cb2,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_217.tif
286,c49d89a11adaa9d052bd0d18a16b4cb2,train,048,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_048/mmhc49_721.tif
287,444edbd38f191a60666083e35a61e454,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_219.tif
287,444edbd38f191a60666083e35a61e454,train,048,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_048/mmhc49_1175.tif
288,4216701b01e43297458e51887bf9408a,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_220.tif
288,4216701b01e43297458e51887bf9408a,train,048,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_048/mmhc49_1198.tif
289,fea07f3d784c67f637b33da16ed20f4e,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_221.tif
289,fea07f3d784c67f637b33da16ed20f4e,train,048,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_048/mmhc49_1210.tif
290,1d7d3d6f07348ea61898825d71b17a9a,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_222.tif
290,1d7d3d6f07348ea61898825d71b17a9a,train,048,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_048/mmhc49_28.tif
291,d87dfcad86d78c59d030d3d65dc36be9,test,048,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_048/mmhc49_224.tif
291,d87dfcad86d78c59d030d3d65dc36be9,train,048,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_048/mmhc49_20.tif
292,202bd2672901ba3e2affa9c66f732963,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_15.tif
292,202bd2672901ba3e2affa9c66f732963,train,049,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_049/mmhc50_659.tif
293,b0f81591f158fbb8b4c6adb53bc35e10,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_18.tif
293,b0f81591f158fbb8b4c6adb53bc35e10,train,049,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_049/mmhc50_471.tif
294,d0eb6bc7c6f9861ad0c03b9e872575fb,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_19.tif
294,d0eb6bc7c6f9861ad0c03b9e872575fb,train,049,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_049/mmhc50_715.tif
295,1bb25061a9bed57fd2f01318f5ab5559,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_25.tif
295,1bb25061a9bed57fd2f01318f5ab5559,train,049,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_049/mmhc50_898.tif
296,902e9237ad704828acc1c93186603f41,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_38.tif
296,902e9237ad704828acc1c93186603f41,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_170.tif
296,902e9237ad704828acc1c93186603f41,train,049,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_049/mmhc50_318.tif
297,164a975f7445a473d2f7c69f98bb0c5f,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_41.tif
297,164a975f7445a473d2f7c69f98bb0c5f,train,049,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_049/mmhc50_212.tif
298,e718e7ec29875b446b21bdcb55ca40f5,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_43.tif
298,e718e7ec29875b446b21bdcb55ca40f5,train,049,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_049/mmhc50_871.tif
299,3c403b6253c3386bae4728812d49eb70,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_47.tif
299,3c403b6253c3386bae4728812d49eb70,train,049,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_049/mmhc50_1007.tif
300,65e83b3be046d2252679f7009ba992e3,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_69.tif
300,65e83b3be046d2252679f7009ba992e3,train,049,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_049/mmhc50_158.tif
301,7adb996758790a3e1f6c6373cf9e6cf7,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_87.tif
301,7adb996758790a3e1f6c6373cf9e6cf7,train,049,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_049/mmhc50_304.tif
302,9404abeae83a53545be0cbec2a68cc98,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_109.tif
302,9404abeae83a53545be0cbec2a68cc98,train,049,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_049/mmhc50_78.tif
303,c5db6e0d78a1fcaac94fda6c0eb17ba0,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_110.tif
303,c5db6e0d78a1fcaac94fda6c0eb17ba0,train,049,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_049/mmhc50_719.tif
304,1bc2418e230a48826d85238e82d106bd,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_124.tif
304,1bc2418e230a48826d85238e82d106bd,train,049,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_049/mmhc50_686.tif
305,5141dd3a10141f048b472a2f01b70632,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_129.tif
305,5141dd3a10141f048b472a2f01b70632,train,049,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_049/mmhc50_944.tif
306,02c98533fb9b14e889695c43cd9ee290,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_137.tif
306,02c98533fb9b14e889695c43cd9ee290,train,049,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_049/mmhc50_1015.tif
307,3ada56cc79eec223a94b449c7153a4a5,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_156.tif
307,3ada56cc79eec223a94b449c7153a4a5,train,049,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_049/mmhc50_319.tif
308,f000896810aa20b7eb665e7ed22543a0,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_160.tif
308,f000896810aa20b7eb665e7ed22543a0,train,049,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_049/mmhc50_955.tif
309,cb1830180571227ba1f86457a2c9dd24,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_161.tif
309,cb1830180571227ba1f86457a2c9dd24,train,049,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_049/mmhc50_205.tif
310,c3c13720da5dbb858a2b40675ce97ab0,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_162.tif
310,c3c13720da5dbb858a2b40675ce97ab0,train,049,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_049/mmhc50_1033.tif
311,13ec01b391542d1df32891cda26296b6,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_163.tif
311,13ec01b391542d1df32891cda26296b6,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_217.tif
312,6acbb85a17eaadfd0f37471369a98505,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_164.tif
312,6acbb85a17eaadfd0f37471369a98505,train,049,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_049/mmhc50_136.tif
313,c5d968c646c47ce42924dfef3e6434e2,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_165.tif
313,c5d968c646c47ce42924dfef3e6434e2,train,049,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_049/mmhc50_630.tif
314,f9b3f8c6faa474afb287c7ec3bf20389,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_166.tif
314,f9b3f8c6faa474afb287c7ec3bf20389,train,049,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_049/mmhc50_619.tif
315,37fc6bbfe3e6d31b2d1ca50704375ccf,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_167.tif
315,37fc6bbfe3e6d31b2d1ca50704375ccf,train,049,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_049/mmhc50_948.tif
316,3550e3d7877351492b8ffae1df713ac9,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_168.tif
316,3550e3d7877351492b8ffae1df713ac9,train,049,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_049/mmhc50_45.tif
317,0ab4c3511aa4d3243c79b534d6cc1076,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_169.tif
317,0ab4c3511aa4d3243c79b534d6cc1076,train,049,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_049/mmhc50_1006.tif
318,82b9b5f8848620af2d258faf84ff4610,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_171.tif
318,82b9b5f8848620af2d258faf84ff4610,train,049,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_049/mmhc50_338.tif
318,82b9b5f8848620af2d258faf84ff4610,train,049,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_049/mmhc50_608.tif
319,f0c6667cc271b32da0527d9b71173f4b,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_172.tif
319,f0c6667cc271b32da0527d9b71173f4b,train,049,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_049/mmhc50_570.tif
319,f0c6667cc271b32da0527d9b71173f4b,train,049,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_049/mmhc50_839.tif
320,a1548da76ff7fcb31abba3453c5be0e6,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_173.tif
320,a1548da76ff7fcb31abba3453c5be0e6,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_223.tif
321,e79e46297b3009492ea0ceea860c21cd,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_179.tif
321,e79e46297b3009492ea0ceea860c21cd,train,049,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_049/mmhc50_751.tif
322,cad67ea05c7a2bd9b5dc40099b9a53f3,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_181.tif
322,cad67ea05c7a2bd9b5dc40099b9a53f3,train,049,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_049/mmhc50_94.tif
323,e32b9f8172ae6b6ed0a9d2d872f9e9db,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_183.tif
323,e32b9f8172ae6b6ed0a9d2d872f9e9db,train,049,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_049/mmhc50_830.tif
324,4da514d49264f04b405724991bcb8664,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_184.tif
324,4da514d49264f04b405724991bcb8664,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_215.tif
325,300b50e5d7eca2f0311ae727006e676c,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_186.tif
325,300b50e5d7eca2f0311ae727006e676c,train,049,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_049/mmhc50_965.tif
326,4947048c42662a8d54d92a01519bccf8,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_187.tif
326,4947048c42662a8d54d92a01519bccf8,train,049,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_049/mmhc50_324.tif
327,7d87eeb0826062feb4e593c3b23f7697,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_188.tif
327,7d87eeb0826062feb4e593c3b23f7697,train,049,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_049/mmhc50_927.tif
328,b10ba1da64aef784a2d3549e054995ae,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_189.tif
328,b10ba1da64aef784a2d3549e054995ae,train,049,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_049/mmhc50_537.tif
329,fe02d51c5d5faa9b800650369aefd7d3,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_190.tif
329,fe02d51c5d5faa9b800650369aefd7d3,train,049,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_049/mmhc50_941.tif
330,dac9fa67f1ad77c03e93fbe325f1aea5,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_191.tif
330,dac9fa67f1ad77c03e93fbe325f1aea5,train,049,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_049/mmhc50_883.tif
331,1088cd189179e3dca4a142d8ae8073e4,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_192.tif
331,1088cd189179e3dca4a142d8ae8073e4,train,049,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_049/mmhc50_752.tif
332,702d8e315dfa7d61d6fb2c830ba5d7fa,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_193.tif
332,702d8e315dfa7d61d6fb2c830ba5d7fa,train,049,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_049/mmhc50_968.tif
333,c4813cfd439790f943945767ffa057b4,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_194.tif
333,c4813cfd439790f943945767ffa057b4,train,049,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_049/mmhc50_610.tif
334,b892b6352a58ed3f26ee639fc93c05e0,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_195.tif
334,b892b6352a58ed3f26ee639fc93c05e0,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_204.tif
335,9c23a985fbd32cdf46108ac264596e86,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_196.tif
335,9c23a985fbd32cdf46108ac264596e86,train,049,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_049/mmhc50_309.tif
336,5ebec148be2f53a1bf05906b143578d0,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_197.tif
336,5ebec148be2f53a1bf05906b143578d0,train,049,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_049/mmhc50_1091.tif
337,28760760a9b91b6978fd3218163b80b8,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_198.tif
337,28760760a9b91b6978fd3218163b80b8,train,049,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_049/mmhc50_148.tif
338,e5756e07fa5a7f4cd477cb2f624da549,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_199.tif
338,e5756e07fa5a7f4cd477cb2f624da549,train,049,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_049/mmhc50_97.tif
339,9c50fa16e528a4423594929cd0b4c89d,test,049,TUMMHCD-TEST-TRAIN/TUMMHCDtest/test_049/mmhc50_200.tif
339,9c50fa16e528a4423594929cd0b4c89d,train,049,TUMMHCD-TEST-TRAIN/TUMMHCDtrain/train_049/mmhc50_521.tif
